Family,Major_Control,Sub-part,Title,Description,conlow,conmed,conhigh,integlow,integmed,integhigh,availlow,availmed,availhigh
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7,CA-7a,CONTINUOUS MONITORING,Establishment of [Assignment: organization-defined metrics] to be monitored;,X,X,X,X,X,X,X,X,X
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7,CA-7b,CONTINUOUS MONITORING,Establishment of [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessments supporting such monitoring;,X,X,X,X,X,X,X,X,X
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7,CA-7c,CONTINUOUS MONITORING,Ongoing security control assessments in accordance with the organizational continuous monitoring strategy;,X,X,X,X,X,X,X,X,X
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7,CA-7d,CONTINUOUS MONITORING,Ongoing security status monitoring of organization-defined metrics in accordance with the organizational continuous monitoring strategy;,X,X,X,X,X,X,X,X,X
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7,CA-7e,CONTINUOUS MONITORING,Correlation and analysis of security-related information generated by assessments and monitoring;,X,X,X,X,X,X,X,X,X
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7,CA-7f,CONTINUOUS MONITORING,Response actions to address results of the analysis of security-related information; and,X,X,X,X,X,X,X,X,X
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7,CA-7g,CONTINUOUS MONITORING,Reporting the security status of organization and the information system to [Assignment: organization-defined personnel or roles] [Assignment: organization-defined frequency].,X,X,X,X,X,X,X,X,X
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7 (1),CA-7 (1),INDEPENDENT ASSESSMENT,The organization employs assessors or assessment teams with [Assignment: organization-defined level of independence] to monitor the security controls in the information system on an ongoing basis.,,X,X,,X,X,,X,X
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7 (2),CA-7 (2),TYPES OF ASSESSMENTS,[Withdrawn: Incorporated into CA-2].,,,,,,,,,
SECURITY ASSESSMENT AND AUTHORIZATION,CA-7 (3),CA-7 (3),TREND ANALYSES,"The organization employs trend analyses to determine if security control implementations, the frequency of continuous monitoring activities, and/or the types of activities used in the continuous monitoring process need to be modified based on empirical data.",,,,,,,,,
SECURITY ASSESSMENT AND AUTHORIZATION,CA-8,CA-8,PENETRATION TESTING,The organization conducts penetration testing [Assignment: organization-defined frequency] on [Assignment: organization-defined information systems or system components].,,,,,,X,,,
SECURITY ASSESSMENT AND AUTHORIZATION,CA-8 (1),CA-8 (1),INDEPENDENT PENETRATION AGENT OR TEAM,The organization employs an independent penetration agent or penetration team to perform penetration testing on the information system or system components.,,,,,,,,,
SECURITY ASSESSMENT AND AUTHORIZATION,CA-8 (2),CA-8 (2),RED TEAM EXERCISES,The organization employs [Assignment: organization-defined red team exercises] to simulate attempts by adversaries to compromise organizational information systems in accordance with [Assignment: organization-defined rules of engagement].,,,,,,,,,
SECURITY ASSESSMENT AND AUTHORIZATION,CA-9,CA-9,INTERNAL SYSTEM CONNECTIONS,The organization:,X,X,X,X,X,X,,,
SECURITY ASSESSMENT AND AUTHORIZATION,CA-9,CA-9a,INTERNAL SYSTEM CONNECTIONS,Authorizes internal connections of [Assignment: organization-defined information system components or classes of components] to the information system; and,X,X,X,X,X,X,,,
SECURITY ASSESSMENT AND AUTHORIZATION,CA-9,CA-9b,INTERNAL SYSTEM CONNECTIONS,"Documents, for each internal connection, the interface characteristics, security requirements, and the nature of the information communicated.",X,X,X,X,X,X,,,
SECURITY ASSESSMENT AND AUTHORIZATION,CA-9 (1),CA-9 (1),SECURITY COMPLIANCE CHECKS,The information system performs security compliance checks on constituent system components prior to the establishment of the internal connection.,,,,,,,,,
CONFIGURATION MANAGEMENT,CM-1,CM-1,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,The organization:,X,X,X,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-1,CM-1a,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,"Develops, documents, and disseminates to [Assignment: organization-defined personnel or roles]:",X,X,X,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-1,CM-1a.1,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,"A configuration management policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",X,X,X,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-1,CM-1a.2,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,Procedures to facilitate the implementation of the configuration management policy and associated configuration management controls; and,X,X,X,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-1,CM-1b,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,Reviews and updates the current:,X,X,X,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-1,CM-1b.1,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,Configuration management policy [Assignment: organization-defined frequency]; and,X,X,X,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-1,CM-1b.2,CONFIGURATION MANAGEMENT POLICY AND PROCEDURES,Configuration management procedures [Assignment: organization-defined frequency].,X,X,X,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-2,CM-2,BASELINE CONFIGURATION,"The organization develops, documents, and maintains under configuration control, a current baseline configuration of the information system.",,,,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-2 (1),CM-2 (1),REVIEWS AND UPDATES,The organization reviews and updates the baseline configuration of the information system:,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-2 (1),CM-2 (1)(a),REVIEWS AND UPDATES,[Assignment: organization-defined frequency];,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-2 (1),CM-2 (1)(b),REVIEWS AND UPDATES,When required due to [Assignment organization-defined circumstances]; and,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-2 (1),CM-2 (1)(c),REVIEWS AND UPDATES,As an integral part of information system component installations and upgrades.,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-2 (2),CM-2 (2),AUTOMATION SUPPORT FOR ACCURACY / CURRENCY,"The organization employs automated mechanisms to maintain an up-to-date, complete, accurate, and readily available baseline configuration of the information system.",,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-2 (3),CM-2 (3),RETENTION OF PREVIOUS CONFIGURATIONS,The organization retains [Assignment: organization-defined previous versions of baseline configurations of the information system] to support rollback.,,,,,X,X,,,
CONFIGURATION MANAGEMENT,CM-2 (4),CM-2 (4),UNAUTHORIZED SOFTWARE,[Withdrawn: Incorporated into CM-7].,,,,,,,,,
CONFIGURATION MANAGEMENT,CM-2 (5),CM-2 (5),AUTHORIZED SOFTWARE,[Withdrawn: Incorporated into CM-7].,,,,,,,,,
CONFIGURATION MANAGEMENT,CM-2 (6),CM-2 (6),DEVELOPMENT AND TEST ENVIRONMENTS,The organization maintains a baseline configuration for information system development and test environments that is managed separately from the operational baseline configuration.,,,,,,,,,
CONFIGURATION MANAGEMENT,CM-2 (7),CM-2 (7),"CONFIGURE SYSTEMS, COMPONENTS, OR DEVICES FOR HIGH-RISK AREAS",The organization:,,,,,X,X,,,
CONFIGURATION MANAGEMENT,CM-2 (7),CM-2 (7)(a),"CONFIGURE SYSTEMS, COMPONENTS, OR DEVICES FOR HIGH-RISK AREAS","Issues [Assignment: organization-defined information systems, system components, or devices] with [Assignment: organization-defined configurations] to individuals traveling to locations that the organization deems to be of significant risk; and",,,,,X,X,,,
CONFIGURATION MANAGEMENT,CM-2 (7),CM-2 (7)(b),"CONFIGURE SYSTEMS, COMPONENTS, OR DEVICES FOR HIGH-RISK AREAS",Applies [Assignment: organization-defined security safeguards] to the devices when the individuals return.,,,,,X,X,,,
CONFIGURATION MANAGEMENT,CM-3,CM-3,CONFIGURATION CHANGE CONTROL,The organization:,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-3,CM-3a,CONFIGURATION CHANGE CONTROL,Determines the types of changes to the information system that are configuration-controlled;,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-3,CM-3b,CONFIGURATION CHANGE CONTROL,Reviews proposed configuration-controlled changes to the information system and approves or disapproves such changes with explicit consideration for security impact analyses;,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-3,CM-3c,CONFIGURATION CHANGE CONTROL,Documents configuration change decisions associated with the information system;,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-3,CM-3d,CONFIGURATION CHANGE CONTROL,Implements approved configuration-controlled changes to the information system;,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-3,CM-3e,CONFIGURATION CHANGE CONTROL,Retains records of configuration-controlled changes to the information system for [Assignment: organization-defined time period];,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-3,CM-3f,CONFIGURATION CHANGE CONTROL,Audits and reviews activities associated with configuration-controlled changes to the information system; and,,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-3,CM-3g,CONFIGURATION CHANGE CONTROL,"Coordinates and provides oversight for configuration change control activities through [Assignment: organization-defined configuration change control element (e.g., committee, board)] that convenes [Selection (one or more): [Assignment: organization-defined frequency]; [Assignment: organization-defined configuration change conditions]].",,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-3 (1),CM-3 (1),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,The organization employs automated mechanisms to:,,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-3 (1),CM-3 (1)(a),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,Document proposed changes to the information system;,,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-3 (1),CM-3 (1)(b),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,Notify [Assignment: organized-defined approval authorities] of proposed changes to the information system and request change approval;,,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-3 (1),CM-3 (1)(c),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,Highlight proposed changes to the information system that have not been approved or disapproved by [Assignment: organization-defined time period];,,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-3 (1),CM-3 (1)(d),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,Prohibit changes to the information system until designated approvals are received;,,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-3 (1),CM-3 (1)(e),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,Document all changes to the information system; and,,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-3 (1),CM-3 (1)(f),AUTOMATED DOCUMENT / NOTIFICATION / PROHIBITION OF CHANGES,Notify [Assignment: organization-defined personnel] when approved changes to the information system are completed.,,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-3 (2),CM-3 (2),TEST / VALIDATE / DOCUMENT CHANGES,"The organization tests, validates, and documents changes to the information system before implementing the changes on the operational system.",,,,,X,X,,,
CONFIGURATION MANAGEMENT,CM-3 (3),CM-3 (3),AUTOMATED CHANGE IMPLEMENTATION,The organization employs automated mechanisms to implement changes to the current information system baseline and deploys the updated baseline across the installed base.,,,,,,,,,
CONFIGURATION MANAGEMENT,CM-3 (4),CM-3 (4),SECURITY REPRESENTATIVE,The organization requires an information security representative to be a member of the [Assignment: organization-defined configuration change control element].,,,,+,+,+,,,
CONFIGURATION MANAGEMENT,CM-3 (5),CM-3 (5),AUTOMATED SECURITY RESPONSE,The information system implements [Assignment: organization-defined security responses] automatically if baseline configurations are changed in an unauthorized manner.,,,,,,+,,,
CONFIGURATION MANAGEMENT,CM-3 (6),CM-3 (6),CRYPTOGRAPHY MANAGEMENT,The organization ensures that cryptographic mechanisms used to provide [Assignment: organization-defined security safeguards] are under configuration management.,,,,+,+,+,,,
CONFIGURATION MANAGEMENT,CM-4,CM-4,SECURITY IMPACT ANALYSIS,The organization analyzes changes to the information system to determine potential security impacts prior to change implementation.,,,,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-4 (1),CM-4 (1),SEPARATE TEST ENVIRONMENTS,"The organization analyzes changes to the information system in a separate test environment before implementation in an operational environment, looking for security impacts due to flaws, weaknesses, incompatibility, or intentional malice.",,,,,+,X,,,
CONFIGURATION MANAGEMENT,CM-4 (2),CM-4 (2),VERIFICATION OF SECURITY FUNCTIONS,"The organization, after the information system is changed, checks the security functions to verify that the functions are implemented correctly, operating as intended, and producing the desired outcome with regard to meeting the security requirements for the system.",,,,,,,,,
CONFIGURATION MANAGEMENT,CM-5,CM-5,ACCESS RESTRICTIONS FOR CHANGE,"The organization defines, documents, approves, and enforces physical and logical access restrictions associated with changes to the information system.",,,,+,X,X,,,
CONFIGURATION MANAGEMENT,CM-5 (1),CM-5 (1),AUTOMATED ACCESS ENFORCEMENT / AUDITING,The information system enforces access restrictions and supports auditing of the enforcement actions.,,,,,+,X,,,
CONFIGURATION MANAGEMENT,CM-5 (2),CM-5 (2),REVIEW SYSTEM CHANGES,The organization reviews information system changes [Assignment: organization-defined frequency] and [Assignment: organization-defined circumstances] to determine whether unauthorized changes have occurred.,,,,,+,X,,,
CONFIGURATION MANAGEMENT,CM-5 (3),CM-5 (3),SIGNED COMPONENTS,The information system prevents the installation of [Assignment: organization-defined software and firmware components] without verification that the component has been digitally signed using a certificate that is recognized and approved by the organization.,,,,,,X,,,
CONFIGURATION MANAGEMENT,CM-5 (4),CM-5 (4),DUAL AUTHORIZATION,The organization enforces dual authorization for implementing changes to [Assignment: organization-defined information system components and system-level information].,,,,,,,,,
CONFIGURATION MANAGEMENT,CM-5 (5),CM-5 (5),LIMIT PRODUCTION / OPERATIONAL PRIVILEGES,The organization:,,,,+,+,+,,,
CONFIGURATION MANAGEMENT,CM-5 (5),CM-5 (5)(a),LIMIT PRODUCTION / OPERATIONAL PRIVILEGES,Limits privileges to change information system components and system-related information within a production or operational environment; and,,,,+,+,+,,,
CONFIGURATION MANAGEMENT,CM-5 (5),CM-5 (5)(b),LIMIT PRODUCTION / OPERATIONAL PRIVILEGES,Reviews and reevaluates privileges [Assignment: organization-defined frequency].,,,,+,+,+,,,
CONFIGURATION MANAGEMENT,CM-5 (6),CM-5 (6),LIMIT LIBRARY PRIVILEGES,The organization limits privileges to change software resident within software libraries.,,,,+,+,+,,,
CONFIGURATION MANAGEMENT,CM-5 (7),CM-5 (7),AUTOMATIC IMPLEMENTATION OF SECURITY SAFEGUARDS,[Withdrawn: Incorporated into SI-7].,,,,,,,,,
CONFIGURATION MANAGEMENT,CM-6,CM-6,CONFIGURATION SETTINGS,The organization:,,,,X,X,X,,,
CONFIGURATION MANAGEMENT,CM-6,CM-6a,CONFIGURATION SETTINGS,Establishes and documents configuration settings for information technology products employed within the information system using [Assignment: organization-defined security configuration checklists] that reflect the most restrictive mode consistent with operational requirements;,,,,X,X,X,,,
